	100CHE6KO	101CHE6WT	104CHE6KO	106CHE6WT	107CHE6KO	108CHE6KO	10CMK6KO	110CHE6WT	111CHE6KO	112CHE6KO	113CHE6WT	114CHE6WT	116CHE6KO	11CMK6WT	12CMK6WT	14CMK6KO	16CMK6KO	17CMK6WT	18CMK6KO	19CMK6WT	1CMK6WT	20CMK6KO	21CMK6WT	22CMK6KO	23CMK6WT	24CMK6KO	25CMK6KO	26CMK6WT	27CMK6WT	28CMK6KO	29CMK6WT	2CMK6KO	30CMK6KO	32CMK6KO	33CMK6WT	34CMK6KO	35CMK6KO	36CMK6WT	37CMK6WT	3CMK6WT	40CMK6WT	41CMK8WT	42CMK8KO	43CMK8WT	44CMK8KO	45CMK8WT	46CMK8WT	48CMK8KO	49CMK8KO	4CMK6KO	50CMK8KO	51CMK8WT	52CMK8WT	53CMK8HET	54CMK8KO	55CMK8HET	56CMK8KO	58CMK8KO	59CMK8WT	5CMK6WT	60CMK8KO	61CMK8WT	62CMK8KO	64CMK8KO	65CMK8KO	66CMK8WT	67CMK8WT	68CMK8KO	69CMK8WT	6CMK6WT	70CMK8KO	71CMK8WT	72CMK8KO	73CMK8WT	74CMK8KO	76CMK8WT	78CMK8KO	79CMK8KO	7CMK6KO	80CMK8WT	81CHE6WT	82CHE6WT	83CHE6KO	84CHE6KO	85CHE6WT	86CHE6WT	87CHE6KO	88CHE6KO	89CHE6WT	8CMK6KO	90CHE6WT	91CHE6KO	92CHE6KO	93CHE6WT	96CHE6KO	97CHE6WT	98CHE6WT	99CHE6KO	9CMK6KO
8CMK6KO	0.140779725	0.154990622	0.151841236	0.181279263	0.147883101	0.122671554	0.108066392	0.179960555	0.158657005	0.186425503	0.216032249	0.183992438	0.289982552	0.111490742	0.127795765	0.085476789	0.110564488	0.235841534	0.07094559	0.140409481	0.14783268	0.044539151	0.086791718	0.127276191	0.157237247	0.112304753	0.133730712	0.103657552	0.156743314	0.129019494	0.124610517	0.117389535	0.161350851	0.130044163	0.158569791	0.119657144	0.101659844	0.139911637	0.080918537	0.169167858	0.147132003	0.128865609	0.122249989	0.134846219	0.131716269	0.129992357	0.085994475	0.079219051	0.165120925	0.101034612	0.197763394	0.107963117	0.096123815	0.11147223	0.093343284	0.129619988	0.162451419	0.099924626	0.161046005	0.140947937	0.071524551	0.168886557	0.163369947	0.120832828	0.126742952	0.11454242	0.094556251	0.172503667	0.122334035	0.17663295	0.070302353	0.098427217	0.105749848	0.148655654	0.133314904	0.096092517	0.09977009	0.137398175	0.170355101	0.138813667	0.116343742	0.159886557	0.156989096	0.179403085	0.193998524	0.16820573	0.162027041	0.130187862	0.217315503	0.0	0.163973691	0.151931751	0.197919144	0.194150441	0.195489961	0.138245194	0.183275975	0.108011113	0.108519339
90CHE6WT	0.168834886	0.115066937	0.178251713	0.219345334	0.068631456	0.148104857	0.184161207	0.198151226	0.071648024	0.085574684	0.255163568	0.201764905	0.307803133	0.187534051	0.216734608	0.191478122	0.216827063	0.327253133	0.177407253	0.1273473	0.115276717	0.156302754	0.189829445	0.139042384	0.1289923	0.161278844	0.116088281	0.156283795	0.251883659	0.100402303	0.115511984	0.169662314	0.249834104	0.145150744	0.129607614	0.230486491	0.163449287	0.109940718	0.163688412	0.144076947	0.202227974	0.096266004	0.117094042	0.107133798	0.10635181	0.124293706	0.162027582	0.17781229	0.244433376	0.142671295	0.152954409	0.20642896	0.124451896	0.122930181	0.134769847	0.173410447	0.252346642	0.120631173	0.195405688	0.12140883	0.15218303	0.277736068	0.251709746	0.210756563	0.133511477	0.163137809	0.158051138	0.257165898	0.105908208	0.273929287	0.160491428	0.128277546	0.134730897	0.243444435	0.111199373	0.155847412	0.162528171	0.228156962	0.27300266	0.164454164	0.100023025	0.061944362	0.155423613	0.078457948	0.063073263	0.037235003	0.089793988	0.148390425	0.084835926	0.163973691	0.0	0.104320662	0.065549855	0.186636676	0.245638966	0.077399355	0.060258284	0.132201074	0.187707114
91CHE6KO	0.143650596	0.160908121	0.156354365	0.185604306	0.127940652	0.137625135	0.155694873	0.165657726	0.11778038	0.17294377	0.219005694	0.171899109	0.263553163	0.156073183	0.178919662	0.176453872	0.194948093	0.277824971	0.164083059	0.169483662	0.187433055	0.145323422	0.178700429	0.154260908	0.17960118	0.134141392	0.180506223	0.153668161	0.220901697	0.163915817	0.187737136	0.167537322	0.222722228	0.191524636	0.207031266	0.208866361	0.168932057	0.158185044	0.144936488	0.223884929	0.201710366	0.159418568	0.161298576	0.184839286	0.18549151	0.187189912	0.135099874	0.166239584	0.212691408	0.139175385	0.230952245	0.170994926	0.143172754	0.150517743	0.159586987	0.179544027	0.217480818	0.147603081	0.20125686	0.196314106	0.136249448	0.246696658	0.206130376	0.180946495	0.173894787	0.167511717	0.163392884	0.201894064	0.163095772	0.224286817	0.149993936	0.140003568	0.162591407	0.212376453	0.186468189	0.144286588	0.155725495	0.20902101	0.236791648	0.183617394	0.110931407	0.10425018	0.123294725	0.096486016	0.086155451	0.114498085	0.085760626	0.130507857	0.101115276	0.151931751	0.104320662	0.0	0.094675617	0.142505186	0.209910978	0.093709623	0.084600874	0.117844104	0.140488032
92CHE6KO	0.193932257	0.156604856	0.20171773	0.242699979	0.093130999	0.179402726	0.201576128	0.215582305	0.101774299	0.106194077	0.275193121	0.221294232	0.325985006	0.206972752	0.234080025	0.222026563	0.240002606	0.337585024	0.20797244	0.142306731	0.12132634	0.187137687	0.216074622	0.154003209	0.138315745	0.172727549	0.140886532	0.182718108	0.27499862	0.12091598	0.138451857	0.197077897	0.264048857	0.170367559	0.140235565	0.26144306	0.195591158	0.125251681	0.193448957	0.158887576	0.225499157	0.121244413	0.142426973	0.124788157	0.130196195	0.147583253	0.179529807	0.206097457	0.259749117	0.161543492	0.163753622	0.227955293	0.154496411	0.148251054	0.161613372	0.19646148	0.267760065	0.147701802	0.212363971	0.135419791	0.174537037	0.296712583	0.265719143	0.228765876	0.156704188	0.19446667	0.190070907	0.269642573	0.130306261	0.285689648	0.192442437	0.160415077	0.159466648	0.259200692	0.133656414	0.178942075	0.193180538	0.259271131	0.288074499	0.190868979	0.138044754	0.092275823	0.178583256	0.096669443	0.040257962	0.063216386	0.094660651	0.176378464	0.049439615	0.197919144	0.065549855	0.094675617	0.0	0.206234781	0.270378417	0.110164472	0.057450819	0.164462097	0.198455849
93CHE6WT	0.113641182	0.224235521	0.113348267	0.109769336	0.215862472	0.133723157	0.137607539	0.109735934	0.16976556	0.236085118	0.143200562	0.118320501	0.203160249	0.142400013	0.126652382	0.153067064	0.144190781	0.228447695	0.163612483	0.254957596	0.268931151	0.18186693	0.182370681	0.220211578	0.249579644	0.166040254	0.254003591	0.187978551	0.158435827	0.240954543	0.258633152	0.23248655	0.16816582	0.2427968	0.282831868	0.148769949	0.218663275	0.237783362	0.172235746	0.302565229	0.232345192	0.244485904	0.233123834	0.256971102	0.261554438	0.250652534	0.195977436	0.163401332	0.153710198	0.211710857	0.310141115	0.154157782	0.216625884	0.223370241	0.222220475	0.194790459	0.149250748	0.209576671	0.22570184	0.269756726	0.183689406	0.196651288	0.154591534	0.119813833	0.234993399	0.215271403	0.222139514	0.14395109	0.234925964	0.169106565	0.18595249	0.200020098	0.227816333	0.154257923	0.258359529	0.176107232	0.201218773	0.145580718	0.17223759	0.227268742	0.173512313	0.181787192	0.106470253	0.18038322	0.191723683	0.186374189	0.147179974	0.131931371	0.211267662	0.194150441	0.186636676	0.142505186	0.206234781	0.0	0.144918174	0.158568811	0.178657862	0.142336278	0.143054662
96CHE6KO	0.105225514	0.239031875	0.120898461	0.115759812	0.236968552	0.142321513	0.174154763	0.115600126	0.232440756	0.273836238	0.104053084	0.102604943	0.173732367	0.192022737	0.161358876	0.196031574	0.141438521	0.181966897	0.168342749	0.281113442	0.289861143	0.192491346	0.179475525	0.267877696	0.2988482	0.21504118	0.283520665	0.225238723	0.162258127	0.277446029	0.277209356	0.240695284	0.125529482	0.284307646	0.30440325	0.154259599	0.256367075	0.279886114	0.192735932	0.319394285	0.282870198	0.277112366	0.261129936	0.283519846	0.282195438	0.283801906	0.21276872	0.17391683	0.121715696	0.231545401	0.336014115	0.186619502	0.237430708	0.256217625	0.250341881	0.233093341	0.1653898	0.252376179	0.256358198	0.296120466	0.205708156	0.123431078	0.117626476	0.148239705	0.279238953	0.254152821	0.240073778	0.147713766	0.272871906	0.124285005	0.186978772	0.242293964	0.257504051	0.131611735	0.281136995	0.214923856	0.245349641	0.187137432	0.130036628	0.278474456	0.195146453	0.241451906	0.184389923	0.254096748	0.256605509	0.248299667	0.229861466	0.132451647	0.277198338	0.195489961	0.245638966	0.209910978	0.270378417	0.144918174	0.0	0.212044557	0.248755624	0.145265218	0.174056572
97CHE6WT	0.127298419	0.103441238	0.13425894	0.183741679	0.097330431	0.118782578	0.161508192	0.169612631	0.081453317	0.117396603	0.221455061	0.169352114	0.276951584	0.162229408	0.190665079	0.168306261	0.18565267	0.293022948	0.148888808	0.138297169	0.152720478	0.128278543	0.164172792	0.138053767	0.149856425	0.139342909	0.144596056	0.140264928	0.219253104	0.13459232	0.156584001	0.144550443	0.226292609	0.160922447	0.167803419	0.202779402	0.152119184	0.131954299	0.146801681	0.18661689	0.200767707	0.131957565	0.127814259	0.148601977	0.149084245	0.151584939	0.135536061	0.158730017	0.216507521	0.11828589	0.194317372	0.182680613	0.115315669	0.116212848	0.12579765	0.164786202	0.226871825	0.117147904	0.190937917	0.161952341	0.125158619	0.248442015	0.224972301	0.184589838	0.143338314	0.158825828	0.145951079	0.225039887	0.136496407	0.241190008	0.140599371	0.126138263	0.13353046	0.21330752	0.15253993	0.137339357	0.147676956	0.209820323	0.243637377	0.163907579	0.076781866	0.065436849	0.12005313	0.082895297	0.099833742	0.082787094	0.084621757	0.127062696	0.130571283	0.138245194	0.077399355	0.093709623	0.110164472	0.158568811	0.212044557	0.0	0.073197401	0.091267835	0.158820759
98CHE6WT	0.165689374	0.121570259	0.171487579	0.213804642	0.09539892	0.156229587	0.188267711	0.19728527	0.08865682	0.115968118	0.252481728	0.203074487	0.305080879	0.189005377	0.216220834	0.20934734	0.228779201	0.322889629	0.194654191	0.140437252	0.142933199	0.17401781	0.205863563	0.15167657	0.140804236	0.16244349	0.140854407	0.170062977	0.256087447	0.120487769	0.149611582	0.186047148	0.25269169	0.162734558	0.163150946	0.243327011	0.178956127	0.12476487	0.178613812	0.180263939	0.214887834	0.12244974	0.137676046	0.139467638	0.13881939	0.1464905	0.169032822	0.194441324	0.24639414	0.153106527	0.184989337	0.208989254	0.142759608	0.138598545	0.151366281	0.186765879	0.254517734	0.135685431	0.20017426	0.153977816	0.161817672	0.283727752	0.250055598	0.214917629	0.152038443	0.179143867	0.176511346	0.254355156	0.12117536	0.271683653	0.178649258	0.145477346	0.150526915	0.245727137	0.143237053	0.165311014	0.178702891	0.24173623	0.27458046	0.178937778	0.115088073	0.062782708	0.150946083	0.069170252	0.049041085	0.065085751	0.085231586	0.160524111	0.077002284	0.183275975	0.060258284	0.084600874	0.057450819	0.178657862	0.248755624	0.073197401	0.0	0.13044799	0.18671607
99CHE6KO	0.07156207	0.139003181	0.094729035	0.14949242	0.128389474	0.068032697	0.119774521	0.127596224	0.124261442	0.158023256	0.17597275	0.129195273	0.238616423	0.132670615	0.149343196	0.139095322	0.141488347	0.253608277	0.106617381	0.177467018	0.184287665	0.09929764	0.111803397	0.162580496	0.19344347	0.122820434	0.183947685	0.130543899	0.178536391	0.172535335	0.18748341	0.137016704	0.17844441	0.19709148	0.200821966	0.162056809	0.166776273	0.176687068	0.113072368	0.216137881	0.198324036	0.171535588	0.159170628	0.18267243	0.183659712	0.18756762	0.115368074	0.11163546	0.17213265	0.128876601	0.230407683	0.137167758	0.136228706	0.150884877	0.158699219	0.153265309	0.191998592	0.153161479	0.17792307	0.200891902	0.104043652	0.192208332	0.177055456	0.145079403	0.182891199	0.164289515	0.152425894	0.188816172	0.17394963	0.195836437	0.100272972	0.143043514	0.161703127	0.168470245	0.185171463	0.120808328	0.158283727	0.17111157	0.194647758	0.189943594	0.081821201	0.117183738	0.103230003	0.13337518	0.152263785	0.134192157	0.12401989	0.070926825	0.181588216	0.108011113	0.132201074	0.117844104	0.164462097	0.142336278	0.145265218	0.091267835	0.13044799	0.0	0.122470202
9CMK6KO	0.114480328	0.197118253	0.130346693	0.158770332	0.17827654	0.118230185	0.069930063	0.140501438	0.18720642	0.228446636	0.19003602	0.149832613	0.247405359	0.090825815	0.100075576	0.108726508	0.100365177	0.187536541	0.076819711	0.170230262	0.185174381	0.093512302	0.104278413	0.158449482	0.18870355	0.10003325	0.184708705	0.128838315	0.147370049	0.169056203	0.183848776	0.153363244	0.158390514	0.202472784	0.20022921	0.134685237	0.168842589	0.156937464	0.10926891	0.219930033	0.195295776	0.154589068	0.166181896	0.196615278	0.19310648	0.194764014	0.10060468	0.106460616	0.129710808	0.120879075	0.226721363	0.09676377	0.147188594	0.154935911	0.164393611	0.132050479	0.145137244	0.150016963	0.159659962	0.202269888	0.099738722	0.16727404	0.124123068	0.090455537	0.179491161	0.157215823	0.160350482	0.116607804	0.167091938	0.141597371	0.108532848	0.147280548	0.174283981	0.127057099	0.198672921	0.115754948	0.161235489	0.151596964	0.16211434	0.194830272	0.148532363	0.173595322	0.124518477	0.17641276	0.189289021	0.193114617	0.171399476	0.114355129	0.210338104	0.108519339	0.187707114	0.140488032	0.198455849	0.143054662	0.174056572	0.158820759	0.18671607	0.122470202	0.0
