	100CHE6KO	101CHE6WT	104CHE6KO	106CHE6WT	107CHE6KO	108CHE6KO	10CMK6KO	110CHE6WT	111CHE6KO	112CHE6KO	113CHE6WT	114CHE6WT	116CHE6KO	11CMK6WT	12CMK6WT	14CMK6KO	16CMK6KO	17CMK6WT	18CMK6KO	19CMK6WT	1CMK6WT	20CMK6KO	21CMK6WT	22CMK6KO	23CMK6WT	24CMK6KO	25CMK6KO	26CMK6WT	27CMK6WT	28CMK6KO	29CMK6WT	2CMK6KO	30CMK6KO	32CMK6KO	33CMK6WT	34CMK6KO	35CMK6KO	36CMK6WT	37CMK6WT	3CMK6WT	40CMK6WT	41CMK8WT	42CMK8KO	43CMK8WT	44CMK8KO	45CMK8WT	46CMK8WT	48CMK8KO	49CMK8KO	4CMK6KO	50CMK8KO	51CMK8WT	52CMK8WT	53CMK8HET	54CMK8KO	55CMK8HET	56CMK8KO	58CMK8KO	59CMK8WT	5CMK6WT	60CMK8KO	61CMK8WT	62CMK8KO	64CMK8KO	65CMK8KO	66CMK8WT	67CMK8WT	68CMK8KO	69CMK8WT	6CMK6WT	70CMK8KO	71CMK8WT	72CMK8KO	73CMK8WT	74CMK8KO	76CMK8WT	78CMK8KO	79CMK8KO	7CMK6KO	80CMK8WT	81CHE6WT	82CHE6WT	83CHE6KO	84CHE6KO	85CHE6WT	86CHE6WT	87CHE6KO	88CHE6KO	89CHE6WT	8CMK6KO	90CHE6WT	91CHE6KO	92CHE6KO	93CHE6WT	96CHE6KO	97CHE6WT	98CHE6WT	99CHE6KO	9CMK6KO
30CMK6KO	0.150132648	0.256193285	0.138404593	0.14579751	0.246310422	0.154418029	0.126434565	0.094734254	0.234850266	0.268201022	0.112568228	0.100105121	0.173301077	0.150091081	0.128434536	0.150732766	0.109464743	0.177442049	0.133354079	0.226090586	0.243167097	0.154861256	0.134627465	0.207243096	0.234206374	0.163034456	0.231367601	0.175793411	0.133383303	0.218423899	0.239120422	0.207737314	0.0	0.23003267	0.25565386	0.112401089	0.205667675	0.222857984	0.15860334	0.273538329	0.244110016	0.229486324	0.202175488	0.212809394	0.220539092	0.220048744	0.183809698	0.119397218	0.078723926	0.194356241	0.290947975	0.163152972	0.183180544	0.199259759	0.193323731	0.177146115	0.119623076	0.195754307	0.199713248	0.2376895	0.160767736	0.099032888	0.090870616	0.109364111	0.222593827	0.213520757	0.193456372	0.13357838	0.218807634	0.114303207	0.147445606	0.192339502	0.192300651	0.098781377	0.208503087	0.166078878	0.205366579	0.152718582	0.085520808	0.238137574	0.215714253	0.243158848	0.192619111	0.25750123	0.254215349	0.238217017	0.22664892	0.163120329	0.285280396	0.161350851	0.249834104	0.222722228	0.264048857	0.16816582	0.125529482	0.226292609	0.25269169	0.17844441	0.158390514
32CMK6KO	0.229963788	0.140405399	0.234229301	0.24382581	0.164029844	0.200952891	0.186018171	0.26424906	0.129011998	0.161135546	0.27563802	0.265682233	0.361012441	0.163990313	0.199689384	0.125999286	0.210951745	0.339441437	0.164090785	0.13487889	0.128349223	0.14367495	0.183636893	0.123336828	0.123158194	0.15942685	0.093388283	0.135166659	0.211284593	0.096350585	0.075338344	0.18848631	0.23003267	0.0	0.137679686	0.170017159	0.079893353	0.109861704	0.125663154	0.144194639	0.112166754	0.123860782	0.109269194	0.087782544	0.092576948	0.069668492	0.16206462	0.164658486	0.246976702	0.168365587	0.172545759	0.168725488	0.11141337	0.122762347	0.058931091	0.156955545	0.222942304	0.080285179	0.197263824	0.086057592	0.15236941	0.267298032	0.250843226	0.195458723	0.091750515	0.124524337	0.104972076	0.254685538	0.087522878	0.270079333	0.15386282	0.102031864	0.070394483	0.224899259	0.080415497	0.128947404	0.077067141	0.159389292	0.248518586	0.073749278	0.170477879	0.149079974	0.217585505	0.161921252	0.170005093	0.143812783	0.167240972	0.218362925	0.191325734	0.130044163	0.145150744	0.191524636	0.170367559	0.2427968	0.284307646	0.160922447	0.162734558	0.19709148	0.202472784
33CMK6WT	0.238383306	0.163505803	0.248945147	0.291225188	0.119873154	0.211300429	0.187641771	0.257259276	0.154930128	0.10444557	0.320335152	0.267510431	0.378134717	0.207669873	0.223496148	0.19940202	0.216550983	0.313043745	0.173647577	0.084488664	0.046015623	0.149943264	0.162878147	0.104331058	0.083452652	0.151898792	0.080436875	0.137847003	0.243517741	0.070589187	0.09460841	0.142292968	0.25565386	0.137679686	0.0	0.238761519	0.147263725	0.082916362	0.173199484	0.071518981	0.190043666	0.078239836	0.088460234	0.073826218	0.073070166	0.090421024	0.136405632	0.179527164	0.246298654	0.121200095	0.079672291	0.218662942	0.115091538	0.094102705	0.127922503	0.161568637	0.260465774	0.112881551	0.169864352	0.072493038	0.133180334	0.253584564	0.256046726	0.216263543	0.102732029	0.149907739	0.133536402	0.252133122	0.094549642	0.281046497	0.15403004	0.135404142	0.124268623	0.226592779	0.079425685	0.154842938	0.166595623	0.245854852	0.278730558	0.157576196	0.167890171	0.152173626	0.248752145	0.176028768	0.155042629	0.123250737	0.184250626	0.216799003	0.166715112	0.158569791	0.129607614	0.207031266	0.140235565	0.282831868	0.30440325	0.167803419	0.163150946	0.200821966	0.20022921
34CMK6KO	0.134555803	0.215118354	0.122443338	0.125496555	0.229594345	0.147942022	0.121557282	0.138520027	0.220974185	0.258835237	0.163652163	0.137444388	0.232948796	0.126834436	0.103266709	0.093902043	0.0893246	0.204919544	0.098957122	0.207935999	0.222715592	0.123852279	0.114208116	0.194078035	0.227547533	0.150974519	0.19909598	0.148772202	0.103351908	0.197145616	0.189457595	0.198508863	0.112401089	0.170017159	0.238761519	0.0	0.148911822	0.207371795	0.115729305	0.253335138	0.179588031	0.208081493	0.198474639	0.197975863	0.203793821	0.197734969	0.151147225	0.102715035	0.130946253	0.184217638	0.280805712	0.107256039	0.167929427	0.179601278	0.159717414	0.164553034	0.141057439	0.167471996	0.192200015	0.206877987	0.137358899	0.131362715	0.119268279	0.083170342	0.193667184	0.162720204	0.144912791	0.128956525	0.193200719	0.141002178	0.119963051	0.172932873	0.1735962	0.109488216	0.197324068	0.140891099	0.144862804	0.091539895	0.127766991	0.173429675	0.188913376	0.221206231	0.163002902	0.232039337	0.259252094	0.23379192	0.223587275	0.152160904	0.275820169	0.119657144	0.230486491	0.208866361	0.26144306	0.148769949	0.154259599	0.202779402	0.243327011	0.162056809	0.134685237
35CMK6KO	0.200633953	0.15073318	0.202380814	0.215554769	0.179802733	0.171193472	0.154564126	0.235987993	0.145764535	0.189444879	0.247793717	0.233827704	0.333614832	0.12886003	0.154836369	0.101592739	0.173605358	0.28429751	0.132799304	0.130212343	0.144644748	0.112373237	0.148873532	0.096608141	0.135358939	0.111603839	0.10990137	0.09014945	0.169401104	0.116719502	0.109765079	0.170417071	0.205667675	0.079893353	0.147263725	0.148911822	0.0	0.116975627	0.100478047	0.172221506	0.100140223	0.122156453	0.117511147	0.120998049	0.120160813	0.089259619	0.120740955	0.130254495	0.215290823	0.152041582	0.203029566	0.145653389	0.092283147	0.10316224	0.06244424	0.118539818	0.186766523	0.079731422	0.159839595	0.117749399	0.115914633	0.221187315	0.216454289	0.157289118	0.08366894	0.081884572	0.062101503	0.206238107	0.099126911	0.237615332	0.122024571	0.084299975	0.083980768	0.178726662	0.12062001	0.098854701	0.063509578	0.135672649	0.213707125	0.085193039	0.153107988	0.157735291	0.188896918	0.171314359	0.19285687	0.170414472	0.147724905	0.18768054	0.216204017	0.101659844	0.163449287	0.168932057	0.195591158	0.218663275	0.256367075	0.152119184	0.178956127	0.166776273	0.168842589
36CMK6WT	0.213854926	0.155054705	0.218664929	0.251196972	0.118541856	0.182002793	0.148237451	0.232938112	0.115549268	0.136001096	0.2785803	0.238891203	0.344176245	0.164978075	0.180731848	0.164312042	0.192940119	0.273390867	0.151777591	0.06746618	0.083559345	0.128700816	0.163183439	0.068990006	0.05624555	0.097898008	0.062232327	0.090266787	0.202665371	0.050576147	0.098874318	0.155413058	0.222857984	0.109861704	0.082916362	0.207371795	0.116975627	0.0	0.128537104	0.125011459	0.151073524	0.055641542	0.085861532	0.084020632	0.082660822	0.068291264	0.101790828	0.151536494	0.216627368	0.115811221	0.138188455	0.184793184	0.086785212	0.068130585	0.099872017	0.122143699	0.22242422	0.074598749	0.141565516	0.085444404	0.114283028	0.236033504	0.221968672	0.174636867	0.066194055	0.105858321	0.10334564	0.204160232	0.06233799	0.253165483	0.135213518	0.092784488	0.092561433	0.190849491	0.082670775	0.107782362	0.130770453	0.201499994	0.243701706	0.121517426	0.142522011	0.113237094	0.206909093	0.127351002	0.117948913	0.101883025	0.142559904	0.193338105	0.149741674	0.139911637	0.109940718	0.158185044	0.125251681	0.237783362	0.279886114	0.131954299	0.12476487	0.176687068	0.156937464
37CMK6WT	0.140143146	0.164983075	0.155367557	0.172827474	0.167527024	0.118951143	0.097010409	0.17895142	0.152449014	0.199432212	0.200136474	0.179877125	0.271921759	0.099001327	0.114499702	0.077425844	0.124516049	0.247165723	0.088086677	0.151772206	0.162594773	0.081538418	0.100333309	0.125349612	0.155604636	0.08057174	0.134293005	0.071197531	0.132730213	0.126612827	0.122668034	0.14723453	0.15860334	0.125663154	0.173199484	0.115729305	0.100478047	0.128537104	0.0	0.189048891	0.112525682	0.143634064	0.127417154	0.141994942	0.134360906	0.133180604	0.0939205	0.081542724	0.157759026	0.125211793	0.213729089	0.094280336	0.096014672	0.112485181	0.098364765	0.113887727	0.149070998	0.094870463	0.152402518	0.14225083	0.087598368	0.183325988	0.157454874	0.102640051	0.118660139	0.092815275	0.086076668	0.17170029	0.118170196	0.184947113	0.072264248	0.094229252	0.107543059	0.136766067	0.133156079	0.067235654	0.086166015	0.100746984	0.175369244	0.10975858	0.130758913	0.155850952	0.138741583	0.16906375	0.188996873	0.163994821	0.154665932	0.132491125	0.210137232	0.080918537	0.163688412	0.144936488	0.193448957	0.172235746	0.192735932	0.146801681	0.178613812	0.113072368	0.10926891
3CMK6WT	0.254977345	0.171256184	0.262906168	0.306513887	0.130730307	0.226166496	0.207762932	0.274846511	0.169969275	0.112345291	0.337904619	0.283027846	0.396752844	0.219638342	0.242390923	0.212680915	0.231607068	0.350220926	0.19144546	0.125567359	0.067292762	0.165330717	0.185256298	0.148580751	0.125377325	0.189577239	0.112372644	0.17745907	0.277884128	0.101878982	0.100554509	0.165955427	0.273538329	0.144194639	0.071518981	0.253335138	0.172221506	0.125011459	0.189048891	0.0	0.208077727	0.100764493	0.112471709	0.083711405	0.086948081	0.110887465	0.177915397	0.195774143	0.266870739	0.137896482	0.057415094	0.231535085	0.127030043	0.123643032	0.141042194	0.18806198	0.275568441	0.13226694	0.211716923	0.083823719	0.164707663	0.288573443	0.278390073	0.23956351	0.133312902	0.18322336	0.166987129	0.292050363	0.111664143	0.294004984	0.171214355	0.149174315	0.140109952	0.269478686	0.09232211	0.177631839	0.178622894	0.259999621	0.296929387	0.170963483	0.173389984	0.165368923	0.261893988	0.186355919	0.1734248	0.14280171	0.203218045	0.233494952	0.185768961	0.169167858	0.144076947	0.223884929	0.158887576	0.302565229	0.319394285	0.18661689	0.180263939	0.216137881	0.219930033
40CMK6WT	0.231325218	0.199280535	0.241574875	0.243085694	0.220984144	0.206096723	0.185605317	0.265517526	0.169244924	0.22451146	0.269943566	0.269358565	0.355970297	0.168752827	0.189803456	0.140850162	0.213796135	0.330638317	0.171588593	0.180204182	0.180320397	0.152437874	0.189693591	0.136667032	0.172652894	0.139640408	0.144767701	0.117278021	0.194329043	0.143483867	0.13387318	0.215609608	0.244110016	0.112166754	0.190043666	0.179588031	0.100140223	0.151073524	0.112525682	0.208077727	0.0	0.171781254	0.164568162	0.159527792	0.15840725	0.135088896	0.150170318	0.170760616	0.249674444	0.192786397	0.233564285	0.15611432	0.134743138	0.147879175	0.118539981	0.141543395	0.216427224	0.113309431	0.197031654	0.150062684	0.150240672	0.269279136	0.244142708	0.187259667	0.124081221	0.115674569	0.110130642	0.246063748	0.132630398	0.272298981	0.157903212	0.117041592	0.107790307	0.216123317	0.149441161	0.118337356	0.090642223	0.126961698	0.260522902	0.0621061	0.194941731	0.199941256	0.198836271	0.202992398	0.222443523	0.197930745	0.1628877	0.218988777	0.242451082	0.147132003	0.202227974	0.201710366	0.225499157	0.232345192	0.282870198	0.200767707	0.214887834	0.198324036	0.195295776
41CMK8WT	0.209279162	0.137831923	0.212867319	0.258423748	0.098137588	0.179401109	0.155060297	0.22698725	0.126173588	0.11973181	0.2878834	0.237867655	0.345006537	0.161527677	0.1776041	0.167437766	0.183616363	0.276821539	0.149132155	0.072987324	0.067442289	0.121246164	0.153773253	0.097243828	0.079281516	0.115230044	0.073598751	0.118789073	0.219263403	0.057746621	0.086667054	0.144936578	0.229486324	0.123860782	0.078239836	0.208081493	0.122156453	0.055641542	0.143634064	0.100764493	0.171781254	0.0	0.09163955	0.075407324	0.076375738	0.078251978	0.113735884	0.153935168	0.219967192	0.107340097	0.118512797	0.178906066	0.080393422	0.072227729	0.106816469	0.136971241	0.225880344	0.088283313	0.156206736	0.085550206	0.110525046	0.234056724	0.222441272	0.184889173	0.090661343	0.125192901	0.118301092	0.206582024	0.064920572	0.245243817	0.129288312	0.096071384	0.108165767	0.211163969	0.083153811	0.126221504	0.146245075	0.215357352	0.246323946	0.143154582	0.134061237	0.10907369	0.205502543	0.123658778	0.115757511	0.099612205	0.152776888	0.186695221	0.14226736	0.128865609	0.096266004	0.159418568	0.121244413	0.244485904	0.277112366	0.131957565	0.12244974	0.171535588	0.154589068
42CMK8KO	0.199790712	0.138728525	0.202022459	0.234128478	0.113363446	0.157046529	0.141638071	0.222129468	0.1110417	0.12543018	0.262982778	0.220765911	0.336429067	0.157744605	0.18892105	0.148612854	0.181910311	0.308006145	0.139330875	0.087631806	0.086655315	0.115555088	0.129082293	0.094522824	0.089369484	0.128655702	0.095047589	0.117264263	0.225192031	0.072978199	0.10747164	0.10301793	0.202175488	0.109269194	0.088460234	0.198474639	0.117511147	0.085861532	0.127417154	0.112471709	0.164568162	0.09163955	0.0	0.083378756	0.078298914	0.089154058	0.133833462	0.125952932	0.192782006	0.095081649	0.112975911	0.184007678	0.069916054	0.066402833	0.085511883	0.128421539	0.21206189	0.073245477	0.158666278	0.10440922	0.112480392	0.237592162	0.218648758	0.174915161	0.094341753	0.128565091	0.113672206	0.23952767	0.08123521	0.251759115	0.114703278	0.088212388	0.090430741	0.210376773	0.079677637	0.11782234	0.119548979	0.193227012	0.225489916	0.129415286	0.130280381	0.114811436	0.201815107	0.137987372	0.135051153	0.106203523	0.143368532	0.176930935	0.169298842	0.122249989	0.117094042	0.161298576	0.142426973	0.233123834	0.261129936	0.127814259	0.137676046	0.159170628	0.166181896
43CMK8WT	0.22062904	0.138296591	0.222984509	0.25666161	0.117991214	0.181717393	0.171966471	0.241019734	0.125880176	0.102364556	0.280145044	0.244092089	0.356966135	0.175987421	0.201647342	0.160937294	0.198854565	0.328691813	0.146607997	0.101591744	0.064763759	0.127533648	0.156004377	0.107050256	0.092411894	0.145368952	0.064491917	0.129871991	0.227548359	0.056464663	0.066285534	0.157336696	0.212809394	0.087782544	0.073826218	0.197975863	0.120998049	0.084020632	0.141994942	0.083711405	0.159527792	0.075407324	0.083378756	0.0	0.038953108	0.055081	0.149751532	0.14248381	0.223418886	0.136188953	0.108215361	0.188532014	0.08634223	0.089956055	0.084385651	0.143978751	0.235359432	0.082073987	0.17125024	0.051045592	0.128279252	0.25120233	0.240647628	0.190998893	0.086988885	0.133996261	0.114581682	0.256179236	0.068264638	0.269589211	0.133331482	0.103678638	0.076633077	0.220549243	0.032534837	0.130728352	0.126687977	0.206809274	0.24516699	0.11893097	0.156299315	0.132311582	0.220795617	0.155349222	0.134251677	0.098905901	0.160422168	0.202123803	0.150915702	0.134846219	0.107133798	0.184839286	0.124788157	0.256971102	0.283519846	0.148601977	0.139467638	0.18267243	0.196615278
44CMK8KO	0.224048886	0.140358445	0.222892349	0.254909982	0.116171402	0.181466321	0.166741725	0.247500428	0.132152108	0.111410874	0.286278692	0.245691139	0.362704143	0.178990319	0.203552358	0.158090044	0.196117775	0.320364793	0.150941217	0.095930268	0.069813431	0.13095189	0.144728815	0.105699392	0.093294246	0.143561154	0.069255711	0.127711077	0.219652865	0.051392083	0.067187078	0.151407934	0.220539092	0.092576948	0.073070166	0.203793821	0.120160813	0.082660822	0.134360906	0.086948081	0.15840725	0.076375738	0.078298914	0.038953108	0.0	0.061882294	0.149234806	0.14265718	0.219828348	0.127388053	0.110027001	0.192046598	0.085328464	0.086874015	0.085140925	0.148378279	0.234109266	0.081455513	0.166653938	0.055835628	0.126694698	0.24731839	0.2373126	0.189700323	0.088971609	0.135908009	0.110252714	0.252960516	0.066311188	0.269407093	0.130954094	0.103170156	0.082055273	0.216055779	0.038320957	0.131377824	0.121429269	0.201127384	0.243358574	0.115350688	0.153881715	0.131685876	0.225561683	0.155719524	0.136505777	0.103135181	0.164159506	0.201305355	0.155347702	0.131716269	0.10635181	0.18549151	0.130196195	0.261554438	0.282195438	0.149084245	0.13881939	0.183659712	0.19310648
45CMK8WT	0.225063024	0.143578311	0.227322585	0.254467588	0.138955424	0.187597963	0.164675153	0.249747368	0.119691416	0.127748732	0.274155114	0.253192593	0.362841819	0.167350167	0.19147611	0.146862034	0.196823541	0.317199069	0.149297617	0.098777304	0.090239981	0.128994464	0.164139343	0.090537762	0.077806096	0.124884562	0.060459605	0.108439917	0.213885735	0.057247551	0.079772964	0.167374806	0.220048744	0.069668492	0.090421024	0.197734969	0.089259619	0.068291264	0.133180604	0.110887465	0.135088896	0.078251978	0.089154058	0.055081	0.061882294	0.0	0.13661548	0.144252214	0.22618063	0.145175089	0.134930593	0.189107318	0.08803417	0.088297297	0.067621583	0.130730997	0.223557834	0.067096691	0.161666822	0.05484236	0.126137336	0.244383468	0.238434068	0.185867439	0.059761997	0.117575219	0.097458988	0.245378728	0.067471592	0.268138147	0.13759712	0.083846888	0.061288555	0.204771861	0.058357669	0.111604962	0.102259397	0.18273064	0.237807722	0.09647784	0.158098069	0.136526934	0.224154117	0.156118622	0.146149461	0.116226125	0.154449398	0.206026379	0.17333758	0.129992357	0.124293706	0.187189912	0.147583253	0.250652534	0.283801906	0.151584939	0.1464905	0.18756762	0.194764014
46CMK8WT	0.151309246	0.173630437	0.168328571	0.205147902	0.145160858	0.133669503	0.111390375	0.177189674	0.157175602	0.190373386	0.230696938	0.191067819	0.292020039	0.125864701	0.130948398	0.122023744	0.136696169	0.211998015	0.089053375	0.109034158	0.142524369	0.072505566	0.111462453	0.091747612	0.127049058	0.067509648	0.115690605	0.068488231	0.145581767	0.115877723	0.149157772	0.122595266	0.183809698	0.16206462	0.136405632	0.151147225	0.120740955	0.101790828	0.0939205	0.177915397	0.150170318	0.113735884	0.133833462	0.149751532	0.149234806	0.13661548	0.0	0.112177624	0.178034186	0.097954287	0.193652231	0.126841566	0.102281588	0.105359543	0.125158921	0.121529531	0.181842962	0.103108177	0.1229071	0.146038858	0.060178592	0.17030248	0.162111476	0.127392815	0.113713339	0.094336871	0.088433226	0.14823863	0.13001394	0.186735473	0.091432022	0.113075238	0.130413685	0.139605729	0.150325797	0.08608662	0.128365375	0.160740432	0.199266366	0.149373002	0.117259693	0.152950636	0.160073903	0.160864354	0.174376237	0.159741337	0.152149888	0.133866557	0.198281318	0.085994475	0.162027582	0.135099874	0.179529807	0.195977436	0.21276872	0.135536061	0.169032822	0.115368074	0.10060468
48CMK8KO	0.117164396	0.192810881	0.126362559	0.154834416	0.171835554	0.092058451	0.071219405	0.146009678	0.165937876	0.198043856	0.178720334	0.146354669	0.258601947	0.094496549	0.10453197	0.07995913	0.093947687	0.221831129	0.063943399	0.152228836	0.168667147	0.078745832	0.064285315	0.131483626	0.165984956	0.094950094	0.159396147	0.099788595	0.129668545	0.139673061	0.163401244	0.128560928	0.119397218	0.164658486	0.179527164	0.102715035	0.130254495	0.151536494	0.081542724	0.195774143	0.170760616	0.153935168	0.125952932	0.14248381	0.14265718	0.144252214	0.112177624	0.0	0.11343517	0.121867555	0.217363857	0.099808636	0.101622486	0.120673729	0.124155155	0.106631487	0.140157636	0.121336581	0.136478268	0.16389036	0.084613444	0.14959973	0.135219388	0.090869341	0.148931951	0.139526191	0.11630147	0.15640611	0.14510702	0.167165771	0.059587684	0.112773438	0.127845181	0.119408287	0.140711043	0.088122768	0.128145645	0.106455112	0.13516332	0.16347864	0.141212927	0.175060142	0.137235199	0.196402122	0.199097637	0.168774983	0.170388762	0.106061341	0.228893	0.079219051	0.17781229	0.166239584	0.206097457	0.163401332	0.17391683	0.158730017	0.194441324	0.11163546	0.106460616
49CMK8KO	0.140314262	0.257332529	0.129604307	0.13733304	0.235824928	0.147854803	0.096882601	0.113953356	0.230552704	0.267159504	0.118992898	0.100653993	0.195965925	0.139443769	0.115745254	0.155375792	0.092269359	0.145356073	0.124286949	0.220299736	0.237187143	0.145695974	0.131803995	0.196172752	0.226867854	0.15113979	0.234333809	0.165115971	0.130030583	0.209856133	0.245663898	0.183893336	0.078723926	0.246976702	0.246298654	0.130946253	0.215290823	0.216627368	0.157759026	0.266870739	0.249674444	0.219967192	0.192782006	0.223418886	0.219828348	0.22618063	0.178034186	0.11343517	0.0	0.166772023	0.277821987	0.159293944	0.169922344	0.184336833	0.207702653	0.167793211	0.112121432	0.191437109	0.19543064	0.247119682	0.144807846	0.101195948	0.078053684	0.089004311	0.225281323	0.214375629	0.203208598	0.114179658	0.219902554	0.098241889	0.140023062	0.183280302	0.209655091	0.079935139	0.224235705	0.157175272	0.212531271	0.15288644	0.081820546	0.245450738	0.204481091	0.233662172	0.182910903	0.249544204	0.245161447	0.234941849	0.221861458	0.155628173	0.275074554	0.165120925	0.244433376	0.212691408	0.259749117	0.153710198	0.121715696	0.216507521	0.24639414	0.17213265	0.129710808
4CMK6KO	0.163671743	0.164292752	0.174606528	0.224730747	0.107408781	0.141895434	0.114106522	0.185199191	0.140899175	0.168179621	0.246445835	0.194693532	0.306411458	0.139187044	0.159518481	0.146624251	0.145774058	0.240217358	0.112867294	0.099064623	0.111611008	0.091446691	0.103020268	0.108283745	0.115870005	0.113374495	0.142558552	0.125966676	0.19832393	0.111417146	0.148506491	0.070009557	0.194356241	0.168365587	0.121200095	0.184217638	0.152041582	0.115811221	0.125211793	0.137896482	0.192786397	0.107340097	0.095081649	0.136188953	0.127388053	0.145175089	0.097954287	0.121867555	0.166772023	0.0	0.143020284	0.153474911	0.085399881	0.085409858	0.12441627	0.142343294	0.196509145	0.11135915	0.170367529	0.160421697	0.078951869	0.205590239	0.191530073	0.1558282	0.139527976	0.156518156	0.139405529	0.196806031	0.126615655	0.194968366	0.097957609	0.110495147	0.127569914	0.179884976	0.13636196	0.119070489	0.146381624	0.189402503	0.210914229	0.163022287	0.096680486	0.131833333	0.171069148	0.146997365	0.153019404	0.134380716	0.144449143	0.147790322	0.183651015	0.101034612	0.142671295	0.139175385	0.161543492	0.211710857	0.231545401	0.11828589	0.153106527	0.128876601	0.120879075
50CMK8KO	0.268280097	0.188440412	0.276267008	0.322416383	0.140732441	0.238296522	0.218981206	0.281322111	0.177902481	0.116129387	0.350664257	0.29372338	0.40520796	0.235984552	0.261669189	0.235189601	0.24914374	0.362741028	0.214326134	0.132372097	0.08546673	0.185310151	0.199659912	0.154854207	0.125283401	0.202836455	0.134403874	0.197650074	0.306609792	0.116915532	0.130358473	0.151446591	0.290947975	0.172545759	0.079672291	0.280805712	0.203029566	0.138188455	0.213729089	0.057415094	0.233564285	0.118512797	0.112975911	0.108215361	0.110027001	0.134930593	0.193652231	0.217363857	0.277821987	0.143020284	0.0	0.252420767	0.148095311	0.137920604	0.165014844	0.20321033	0.293970989	0.152064388	0.223497999	0.111498529	0.178252243	0.305510903	0.294938811	0.257869532	0.157473672	0.20607363	0.193714965	0.302684133	0.139321429	0.317522792	0.194610635	0.171425313	0.164907402	0.293778616	0.118547172	0.199070341	0.204927748	0.282222269	0.315503233	0.198365931	0.192132694	0.172791273	0.272410658	0.194982163	0.176746062	0.14769049	0.209609055	0.246009084	0.189497287	0.197763394	0.152954409	0.230952245	0.163753622	0.310141115	0.336014115	0.194317372	0.184989337	0.230407683	0.226721363
51CMK8WT	0.13808036	0.202858089	0.146495715	0.162301376	0.202321376	0.119767457	0.100480719	0.16893815	0.201411488	0.24263298	0.204402866	0.173105087	0.262706927	0.085618687	0.090575616	0.098577034	0.120232825	0.229873523	0.093953207	0.186791228	0.202094869	0.109418602	0.110170281	0.17599744	0.203933704	0.116843866	0.186753997	0.131346305	0.125383223	0.179478261	0.172079724	0.177497802	0.163152972	0.168725488	0.218662942	0.107256039	0.145653389	0.184793184	0.094280336	0.231535085	0.15611432	0.178906066	0.184007678	0.188532014	0.192046598	0.189107318	0.126841566	0.099808636	0.159293944	0.153474911	0.252420767	0.0	0.141904984	0.163661827	0.153572377	0.147266449	0.150114612	0.153404031	0.172156496	0.199139228	0.115565984	0.176479832	0.147773328	0.106886351	0.178434163	0.148988451	0.14469687	0.143883326	0.17102102	0.163290157	0.098682978	0.144729168	0.162860649	0.139682421	0.194391703	0.116617138	0.137786913	0.1149145	0.17291072	0.16230841	0.163247271	0.192756316	0.128442337	0.19356248	0.225642335	0.211608583	0.192471582	0.124654971	0.241150076	0.107963117	0.20642896	0.170994926	0.227955293	0.154157782	0.186619502	0.182680613	0.208989254	0.137167758	0.09676377
52CMK8WT	0.174147536	0.139841447	0.180677149	0.216506208	0.1202768	0.136535743	0.121126335	0.196961934	0.11752498	0.144272026	0.239716068	0.199946703	0.311341943	0.132138611	0.140399926	0.1242386	0.153153141	0.271708953	0.114202195	0.094199624	0.099900651	0.093529484	0.112266507	0.07992198	0.101838574	0.093484234	0.094658857	0.083530311	0.183212227	0.072627367	0.108104356	0.108016334	0.183180544	0.11141337	0.115091538	0.167929427	0.092283147	0.086785212	0.096014672	0.127030043	0.134743138	0.080393422	0.069916054	0.08634223	0.085328464	0.08803417	0.102281588	0.101622486	0.169922344	0.085399881	0.148095311	0.141904984	0.0	0.051562143	0.072669761	0.107134757	0.186846002	0.061727767	0.146424556	0.105081996	0.085489376	0.205855016	0.194045902	0.146443285	0.085161221	0.104415349	0.0818389	0.20232691	0.083094596	0.221733389	0.089680946	0.06689025	0.080127477	0.175084157	0.090447971	0.087129152	0.100900299	0.163170196	0.199996458	0.105247382	0.104445673	0.12043954	0.175343685	0.138744674	0.145859319	0.117421447	0.133299786	0.153217671	0.177184426	0.096123815	0.124451896	0.143172754	0.154496411	0.216625884	0.237430708	0.115315669	0.142759608	0.136228706	0.147188594
53CMK8HET	0.189526413	0.144632928	0.192019116	0.229830497	0.117762027	0.150995172	0.12929217	0.210711727	0.118508595	0.142651107	0.256884449	0.212134316	0.323096942	0.139385584	0.159189661	0.134602249	0.158730898	0.269882748	0.130195716	0.078356797	0.088031112	0.105091035	0.120723502	0.068454549	0.083892391	0.097156069	0.08432577	0.084485488	0.194751832	0.063559092	0.112878281	0.120501803	0.199259759	0.122762347	0.094102705	0.179601278	0.10316224	0.068130585	0.112485181	0.123643032	0.147879175	0.072227729	0.066402833	0.089956055	0.086874015	0.088297297	0.105359543	0.120673729	0.184336833	0.085409858	0.137920604	0.163661827	0.051562143	0.0	0.08194671	0.10430987	0.192386857	0.063017548	0.136454091	0.105601901	0.089101199	0.211405221	0.202591695	0.156235158	0.07652863	0.103134348	0.091537907	0.205112601	0.079304705	0.23096601	0.098435349	0.074486647	0.0872123	0.18188282	0.09241126	0.096045433	0.116707926	0.184411361	0.214385757	0.119597627	0.118943696	0.113666533	0.1901668	0.134236209	0.141728798	0.11538804	0.135501973	0.168039976	0.172138145	0.11147223	0.122930181	0.150517743	0.148251054	0.223370241	0.256217625	0.116212848	0.138598545	0.150884877	0.154935911
